id,area,convex_area,eccentricity,equivalent_diameter,euler_number,major_axis_length,minor_axis_length,perimeter,target
101,3581,4650,0.5591869075268222,67.52385363482017,0,93.99060360465307,77.92212198005052,507.8294731452727,1
102,1127,1330,0.3816158233442574,37.88061465864207,0,47.020785585580164,43.46230088433699,199.69848480983498,0
103,1110,1248,0.5655223026063612,37.59382787980004,0,47.2733878217114,38.987923072022575,191.698484809835,0
104,1041,1224,0.3229372268572724,36.40662530459675,0,44.5233072607704,42.137765654868936,188.87005768508882,0
105,3897,4902,0.7355945068253363,70.44014839445562,0,106.43373179697802,72.10056367275999,482.06601717798213,1
106,7603,9579,0.48770749486855924,98.38922836683618,0,127.11344476111078,110.97093998565315,824.3807716974935,1
107,1093,1260,0.2365981192252711,37.3048364477789,0,44.22217557731189,42.96660191589185,191.1126983722081,0
108,1045,1184,0.49991203069703666,36.47650372840365,0,45.08019824002727,39.04288619769732,187.698484809835,0
109,1156,1332,0.22900417879824697,38.36489168124743,0,45.42453580704405,44.21739872802288,197.35533905932738,0
110,1238,1406,0.22665919880250193,39.702273944726784,0,46.289171619094105,45.08445569626248,213.49747468305833,0
111,984,1110,0.5798522758441932,35.39587139793849,0,44.922393255092295,36.59924556128567,178.62741699796953,0
112,5591,7176,0.7440544170623616,84.37228392436876,0,129.1233371045562,86.26975740331629,659.19090885901,1
113,1632,1989,0.63129243837789,45.58428388170407,0,63.29907465081232,49.09127310533042,264.0832611206852,1
114,1154,1326,0.4845505505871623,38.33168969174693,0,47.74286968387849,41.76370840501302,199.11269837220811,0
115,1421,1672,0.4908291970373674,42.53555445822549,0,54.04535188727519,47.08732723466994,235.01219330881975,0
116,1049,1178,0.5691764104941518,36.54624854109086,0,45.92331655766582,37.75885948185086,192.1837661840736,0
117,1264,1521,0.1058871752005396,40.1170136543742,0,48.81349361061799,48.53907149440514,216.76955262170048,0
118,938,1054,0.407905204292729,34.558626896356614,0,41.314803851019605,37.72141923040692,169.45584412271572,0
119,1478,1755,0.49167100372156974,43.380272556988054,0,55.56448417875093,48.384499463041095,253.15432893255073,0
120,3974,4977,0.5933843839622132,71.13265038487978,0,97.97727212476143,78.8637908041319,545.1492782986674,1
121,1638,1968,0.5051718870384649,45.66800164531175,0,59.28986909619154,51.16826877326313,274.32590180780454,1
122,1545,1833,0.550654773388828,44.352622206762774,0,58.0081540859695,48.4213253232751,246.42640687119285,1
123,4461,5832,0.4533947440042094,75.36525465400857,0,101.68674613639641,90.63439601590251,573.9066376115481,1
124,1544,1845,0.40563356455678157,44.33826628400226,0,55.69886350036142,50.910754272170074,249.84062043356596,1
125,1008,1152,0.4545613398955992,35.82492792865108,0,44.02420830408705,39.213041902622216,180.2842712474619,1
126,1425,1665,0.5656446907007662,42.59537945889914,0,55.32511829267875,45.62380718769526,230.46194077712562,0
127,2917,3626,0.7202612933023873,60.942922082818356,0,89.22366435167108,61.89471187344878,421.50966799187813,1
128,1094,1260,0.23646625546380226,37.32189788770486,0,44.1865174940032,42.933374679474056,191.69848480983498,0
129,1034,1190,0.23128607566537146,36.2840142384516,0,42.94038148020445,41.77608675666717,183.69848480983498,0
130,935,1056,0.24240734212796658,34.503318308930474,0,40.20859111818175,39.009352271135704,170.0416305603426,0
131,962,1088,0.3357314649420443,34.997949111844065,0,41.434032748525865,39.029107835933765,173.4558441227157,0
132,1131,1292,0.4406273263800563,37.94777892176918,0,46.437688857887856,41.68665468256134,193.35533905932738,0
133,1811,2162,0.25980942272829954,48.01912968302716,0,58.45345018645756,56.44615350920899,285.1543289325507,1
134,979,1088,0.33728760977472627,35.30582833323309,0,41.112166100328906,38.70306103838327,174.8700576850888,0
135,2665,3360,0.8395699003374073,58.25103764500001,0,98.22448571138364,53.36061639388755,412.6162697096763,1
136,1096,1224,0.32422633790665567,37.355997390375464,0,43.549517524091385,41.19695236381853,186.52691193458116,1
137,6320,8240,0.6263196588599418,89.70436958546796,0,129.49774930228045,100.95208699874775,696.3269478283311,1
138,2307,2806,0.6466805924610245,54.19745039855676,0,75.08662925640746,57.27314593166512,333.39696961967,1
139,4967,6499,0.7082994158088489,79.52471828745797,0,119.82819418659548,84.58817598614219,624.8772003600252,1
140,2247,2867,0.6170576135939042,53.48802910016325,0,75.98650945596329,59.795150251132426,356.3675323681472,1
141,1141,1330,0.383434504678687,38.11517178949638,0,46.76030753287408,43.18632699842008,199.1126983722081,0
142,1104,1260,0.2319215745745654,37.492085263260826,0,44.02537997995435,42.825005433490134,191.94112549695427,0
143,4423,5561,0.5736912426803733,75.04357738250239,0,101.82659713407485,83.40327832169622,556.0782104868019,1
144,948,1050,0.5115214533807579,34.74235294865525,0,42.239028796747945,36.29475165326842,169.45584412271572,0
145,1003,1120,0.39938649832525275,35.73596596384892,0,42.37335628440249,38.84715780867952,178.2842712474619,0
146,3304,4092,0.39587658177095497,64.85972136700079,0,82.42445240950273,75.69068170819301,445.5512985522207,1
147,2446,3024,0.6289225117944528,55.8063072279667,0,77.45272325090703,60.21701300033375,377.2314933988261,1
148,2383,2964,0.4048865060040156,55.082935970261175,0,71.2776725525314,65.17394797714249,354.0243866176395,1
149,1159,1365,0.4365300201912222,38.414640859287665,0,48.24312785234429,43.403844827352984,201.94112549695427,0
150,1913,2322,0.5942207188155724,49.352884911404786,0,66.78098613635589,53.71208196213293,290.8111831820431,1
151,1238,1482,0.21720277651372658,39.702273944726784,0,48.483489312623654,47.32601897569812,221.59797974644664,0
152,1136,1368,0.31871902007300856,38.03156745151513,0,47.44577870618211,44.97144539986685,203.698484809835,0
153,1538,1836,0.6965437657268423,44.25203294542162,0,62.61287245145596,44.925631859472894,266.91168824543144,1
154,1394,1680,0.2968252130963179,42.129513709047444,0,52.28135716940944,49.92513188294404,233.01219330881975,0
155,1576,1924,0.6908728889633604,44.79537389622523,0,64.52972009652198,46.6534547468633,263.49747468305833,1
156,1153,1360,0.5207461309877955,38.31507790778511,0,49.43543555300503,42.20360394551853,203.69848480983498,0
157,1842,2244,0.4891026420588017,48.42837227702548,0,62.869483158858735,54.836412610385125,286.5685424949238,1
158,2282,2750,0.41780556453128914,53.902992876886174,0,68.49996676688697,62.23471773485309,336.12489168102786,1
159,1873,2244,0.5044277916371238,48.83418543693506,0,62.974744902927334,54.375787833440235,281.1543289325507,1
160,1069,1260,0.23360154627402946,36.89299490854448,0,44.60652626594194,43.372371232730224,192.2842712474619,0
161,1450,1722,0.23683093506826144,42.96739856991561,0,52.15251326452643,50.66882004272031,233.84062043356596,0
162,18362,22165,0.39886674802208344,152.90266354915815,0,186.49708286598667,171.0194842674141,1408.1574669941303,1
163,1111,1295,0.32319181653895696,37.61075822422045,0,45.64654961694364,43.19685801281113,194.5269119345812,0
164,4446,6328,0.8534177903382656,75.2384410782981,0,142.56127397031523,74.30685210387202,689.9482681718907,1
165,6443,7728,0.4055219684630041,90.57307760437786,0,111.86002890925432,102.24960792552771,670.2264427649428,1
166,1710,2064,0.4330417670980069,46.66090035026251,0,59.690465731690644,53.803425252027886,273.6396103067893,1
167,6216,8268,0.6495866909984463,88.96323403560469,0,130.4309101194375,99.16499471373952,778.5168106668145,1
168,108231,133132,0.6290171856433172,371.21959695876967,0,491.1412866240566,381.8090096807831,6229.187442651902,1
169,2785,3953,0.46231367037549753,59.548065729185765,0,86.48562969073369,76.68823090032434,412.2670273047588,1
170,2885,3705,0.47167022969512734,60.60772299435893,0,81.88062842727327,72.20029316480554,437.72287142747444,1
171,5412,7200,0.5898735371546083,83.01067651878704,0,118.43813642485344,95.63827888615097,674.2558800164657,1
172,1022,1178,0.5734322227828524,36.07285426355026,0,46.572820263867435,38.1549229431976,185.4558441227157,0
173,1962,2418,0.7649672107091751,49.98095624105635,0,76.61485341497568,49.345269259362766,313.29646455628165,1
174,1701,2050,0.553329210462989,46.5379465124377,0,61.557334393525906,51.27496069942214,268.91168824543144,1
175,1128,1295,0.32090042969639243,37.89741688375691,0,45.29833620865108,42.902640218803036,204.90559159102153,0
176,1514,1892,0.18763455031945675,43.9054059396908,0,55.38520781809494,54.40150613505196,259.3553390593274,1
177,2286,2728,0.687301858096063,53.95021407987722,0,75.22431970965276,54.64083300450005,363.3380951166243,1
178,917,1024,0.03882841296906156,34.16958680642984,0,38.83464604266731,38.80536055781079,166.0416305603426,0
179,1330,1554,0.4585308538263724,41.151046092387084,0,51.51596252070053,45.78112771134802,222.42640687119285,0
180,1085,1224,0.3205978869026572,37.1680629847407,0,43.699113363780484,41.392472704314265,197.69848480983498,0
181,18673,25730,0.40834136325821824,154.1920945406725,0,209.71096893860496,191.43031699163546,2045.8174593052022,1
182,1598,1932,0.39632746114292855,45.106948383666904,0,57.076429068995886,52.4023958877751,277.7401153701776,1
183,6538,8500,0.5462240234036555,91.23836990805181,0,125.47193580170736,105.10020345514462,740.4396462005391,1
184,1376,1584,0.5710647919891383,41.85663165563593,0,53.75931381383634,44.13128899309937,236.66904755831214,0
185,2018,2360,0.7230085739552076,50.689223719401724,0,71.53820003821282,49.42138261818212,315.0538238691624,1
186,1005,1155,0.3318291185290282,35.77157729900708,0,42.94132137027431,40.508245173287605,180.8700576850888,0
187,1057,1160,0.6842859297753664,36.68534037984474,0,47.95712153873307,34.97099484093156,184.87005768508882,0
188,1246,1440,0.6965201971617208,39.830346128799995,0,54.970739405474646,39.443549728661964,215.35533905932738,0
189,1216,1406,0.2346148870937432,39.34792607492748,0,46.711949381824375,45.40814407153421,205.35533905932738,0
190,1006,1155,0.33196582855207935,35.78936967876878,0,42.91501059689837,40.4813609583391,180.8700576850888,0
191,1174,1369,0.061562341270876335,38.66242653428625,0,45.68606929148051,45.59941379273264,201.35533905932738,0
192,1089,1218,0.7182491872699178,37.23651251415192,0,50.69984319467833,35.27623917300282,196.2842712474619,0
193,3109,3818,0.8235241583334059,62.91662534323993,0,101.26766485093721,57.44724250637041,477.34419177103416,1
194,1931,2254,0.35456139087207805,49.58452945106567,0,60.17208793468049,56.26287209963409,275.39696961967,1
195,890,992,0.24374409228909255,33.66278649806482,0,38.767179390508666,37.59794510857836,162.6274169979695,0
196,970,1085,0.46256228143233824,35.1431694414876,0,42.461527996541946,37.645829795217495,172.2842712474619,0
197,2100,2695,0.43839833175505033,51.708829458264105,0,69.0973700429328,62.10338861275041,350.57463914933373,1
198,1054,1221,0.4478247290154058,36.63324282875953,0,45.47684975634793,40.661822896957865,188.2842712474619,0
199,4018,5022,0.6417388454629976,71.52535557930406,0,100.85712502436849,77.34967298055642,492.06601717798213,1
200,2503,3050,0.5535569969982366,56.45279958046467,0,74.89536047890648,62.37370205976162,384.5807358037436,1
